Name,DrugBank ID,Type,Categories,Has Dosing,Frequency,Times Per Day,Routes,Interaction Count,Food Interaction Count,Has Description,Groups
Betula pendula tar oil,,small molecule,,No,,,,0,0,Yes,nutraceutical
Selexipag,,small molecule,"Acetates; Acids, Acyclic; Amides; Antihypertensive Agents; Blood and Blood Forming Organs; Cardiovascular Agents; Cytochrome P-450 CYP2C8 Substrates; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 Substrates; Fatty Acids; Fatty Acids, Volatile; Lipids; OATP1B1/SLCO1B1 Substrates; OATP1B3 substrates; P-glycoprotein substrates; Platelet Aggregation Inhibitors Excl. Heparin; Prodrugs; Prostacyclin Receptor Agonist; Prostacyclin Receptor Agonists; Receptors, Prostaglandin, agonists; Vasodilating Agents",No,,,,0,0,Yes,approved
Alectinib,,small molecule,"Anaplastic lymphoma kinase (ALK) inhibitors; Antineoplastic Agents; Antineoplastic and Immunomodulating Agents; BCRP/ABCG2 Inhibitors; Cytochrome P-450 CYP3A Substrates; Cytochrome P-450 CYP3A4 Substrates; Cytochrome P-450 CYP3A4 Substrates with a Narrow Therapeutic Index; Cytochrome P-450 Substrates; Enzyme Inhibitors; Heterocyclic Compounds, Fused-Ring; Indoles; Kinase Inhibitor; Narrow Therapeutic Index Drugs; P-glycoprotein inhibitors; P-glycoprotein substrates; Protein Kinase Inhibitors; Tyrosine Kinase Inhibitors",No,,,,0,3,Yes,approved; investigational
Pidotimod,,small molecule,"Adjuvants, Immunologic; Amino Acids; Amino Acids, Acidic; Amino Acids, Cyclic; Amino Acids, Peptides, and Proteins; Antineoplastic and Immunomodulating Agents; Drugs that are Mainly Renally Excreted; Glutamates; Imino Acids; Immunologic Factors; Pyrrolidines; Pyrrolidinones; Sulfur Compounds; Thiazoles",No,,,,0,0,Yes,experimental
Sennosides,,small molecule,Alimentary Tract and Metabolism; Anthracenes; Anthraquinones; Biological Products; Carbohydrates; Complex Mixtures; Contact Laxatives; Drugs for Constipation; Gastrointestinal Agents; Glycosides; Herbs and Natural Products; Laxatives; Pharmaceutical Preparations; Plant Extracts; Plant Preparations; Quinones,No,,,,0,1,Yes,experimental
Roquinimex,,small molecule,"Adjuvants, Immunologic; Angiogenesis Inhibitors; Angiogenesis Modulating Agents; Antineoplastic Agents; Antineoplastic and Immunomodulating Agents; Growth Inhibitors; Growth Substances; Heterocyclic Compounds, Fused-Ring; Immunologic Factors; Quinolines",No,,,,0,0,Yes,investigational
Cefroxadine,,small molecule,"Amides; Anti-Bacterial Agents; Antibacterials for Systemic Use; Antiinfectives for Systemic Use; beta-Lactams; Cephalosporins; Drugs that are Mainly Renally Excreted; First-Generation Cephalosporins; Heterocyclic Compounds, Fused-Ring; Lactams; Nephrotoxic agents; Sulfur Compounds; Thiazines",No,,,,0,0,Yes,withdrawn
Chlorophetanol,,small molecule,Antifungals for Dermatological Use; Antifungals for Topical Use; Dermatologicals,No,,,,0,0,Yes,experimental
Afoxolaner,,small molecule,,No,,,,0,0,No,experimental; vet_approved
Alfaxalone,,small molecule,"Anesthetics; Anesthetics, General; Central Nervous System Agents; Central Nervous System Depressants; Fused-Ring Compounds; Nervous System; Neurotransmitter Agents; Pregnanes; Steroids",No,,,,0,0,Yes,vet_approved
Altrenogest,,small molecule,"Adrenal Cortex Hormones; Estranes; Estrenes; Fused-Ring Compounds; Hormones; Hormones, Hormone Substitutes, and Hormone Antagonists; Progesterone Congeners; Progestins; Steroids",No,,,,0,0,Yes,vet_approved
Amitraz,,small molecule,"Adrenergic Agents; Adrenergic Agonists; Adrenergic alpha-2 Receptor Agonists; Adrenergic alpha-Agonists; Agents producing tachycardia; Agents that produce hypertension; Agrochemicals; Amines; Aniline Compounds; Benzene Derivatives; Compounds used in a research, industrial, or household setting; Insect Repellents; Insecticides; Neurotransmitter Agents; Pesticide Synergists; Pesticides; Protective Agents; Toxic Actions",No,,,,0,0,Yes,experimental; vet_approved
Amprolium,,small molecule,Anti-Infective Agents; Antiparasitic Agents; Antiprotozoals; Coccidiostats; Picolines; Pyridines,No,,,,0,0,Yes,experimental; vet_approved
Avilamycin,,small molecule,Anti-Bacterial Agents; Anti-Infective Agents; Carbohydrates; Growth Substances; Polysaccharides,No,,,,0,0,No,vet_approved
Azaperone,,small molecule,Antipsychotic Agents; Antipsychotic Agents (First Generation [Typical]); Butyrophenones; Central Nervous System Agents; Central Nervous System Depressants; Dopamine Agents; Dopamine Antagonists; Dopamine D2 Receptor Antagonists; Hypnotics and Sedatives; Ketones; Neurotoxic agents; Neurotransmitter Agents; Psychotropic Drugs; Tranquilizing Agents,No,,,,0,0,Yes,investigational; vet_approved
Bambermycins,,small molecule,"Anti-Bacterial Agents; Anti-Infective Agents; Antigens; Antigens, Bacterial; Biological Factors; Carbohydrates; Polysaccharides; Polysaccharides, Bacterial",No,,,,0,0,Yes,vet_approved
Buquinolate,,small molecule,"Heterocyclic Compounds, Fused-Ring; Quinolines",No,,,,0,0,No,experimental; vet_approved
Butonate,,small molecule,Organophosphorus Compounds,No,,,,0,0,No,experimental; vet_approved
Cambendazole,,small molecule,"Anthelmintics; Anti-Infective Agents; Antinematodal Agents; Antiparasitic Agents; Benzimidazoles; Heterocyclic Compounds, Fused-Ring",No,,,,0,0,No,experimental; vet_approved
Carbarsone,,small molecule,Arsenicals,No,,,,0,0,Yes,vet_approved
Carbomycin,,small molecule,Anti-Bacterial Agents; Cytochrome P-450 CYP3A Inhibitors; Cytochrome P-450 CYP3A4 Inhibitors; Cytochrome P-450 CYP3A4 Inhibitors (strength unknown); Cytochrome P-450 Enzyme Inhibitors; Lactones; Macrolides; Polyketides,No,,,,0,0,Yes,vet_approved
Cefalonium,,small molecule,"Amides; beta-Lactams; Heterocyclic Compounds, Fused-Ring; Lactams; Sulfur Compounds; Thiazines",No,,,,0,0,No,experimental; vet_approved
Chlorobutanol,,small molecule,"Alcohols; Alimentary Tract and Metabolism; Antiemetics and Antinauseants; Butanols; Chlorohydrins; Compounds used in a research, industrial, or household setting; Fatty Alcohols; Lipids; Pharmaceutic Aids; Pharmaceutical Preparations; Preservatives, Pharmaceutical",No,,,,0,0,Yes,approved; investigational; vet_approved
Chloroform,,small molecule,"Anesthetics; Anesthetics, General; Compounds used in a research, industrial, or household setting; Hydrocarbons, Chlorinated; Hydrocarbons, Halogenated; Nervous System; Solvents; Trihalomethanes",No,,,,0,0,Yes,approved; vet_approved; withdrawn
Clorsulon,,small molecule,Amides; Amines; Aniline Compounds; Anthelmintics; Anti-Infective Agents; Antiparasitic Agents; Antiplatyhelmintic Agents; Sulfonamides; Sulfones; Sulfur Compounds,No,,,,0,0,No,vet_approved
Coumaphos,,small molecule,"Agrochemicals; Anthelmintics; Anti-Infective Agents; Antinematodal Agents; Antiparasitic Agents; Benzopyrans; Cholinergic Agents; Cholinesterase Inhibitors; Compounds used in a research, industrial, or household setting; Coumarins; Enzyme Inhibitors; Heterocyclic Compounds, Fused-Ring; Insecticides; Neurotransmitter Agents; Organophosphates; Organophosphorus Compounds; Organothiophosphates; Organothiophosphorus Compounds; Pesticides; Potential QTc-Prolonging Agents; Pyrans; QTc Prolonging Agents; Sulfur Compounds; Toxic Actions; Umbelliferones",No,,,,0,0,Yes,vet_approved
Cythioate,,small molecule,"Agrochemicals; Compounds used in a research, industrial, or household setting; Insecticides; Organophosphorus Compounds; Pesticides; Sulfur Compounds; Toxic Actions",No,,,,0,0,Yes,vet_approved
Danofloxacin,,small molecule,"4-Quinolones; Anti-Infective Agents; Heterocyclic Compounds, Fused-Ring; Quinolines; Quinolones",No,,,,0,0,Yes,experimental; vet_approved
Decoquinate,,small molecule,"Anti-Infective Agents; Antiparasitic Agents; Antiprotozoals; Coccidiostats; Heterocyclic Compounds, Fused-Ring; Hydroxyquinolines; Quinolines",No,,,,0,0,Yes,experimental; vet_approved
Deracoxib,,small molecule,"Amides; Analgesics; Analgesics, Non-Narcotic; Anti-Inflammatory Agents; Anti-Inflammatory Agents, Non-Steroidal; Antirheumatic Agents; Benzene Derivatives; Cyclooxygenase Inhibitors; Enzyme Inhibitors; Peripheral Nervous System Agents; Sensory System Agents; Sulfonamides; Sulfones; Sulfur Compounds",No,,,,0,0,Yes,vet_approved
Dichlorophen,,small molecule,"Anthelmintics; Anti-Infective Agents; Anticestodal Agents; Anticestodals; Antiparasitic Agents; Antiparasitic Products, Insecticides and Repellents; Antiplatyhelmintic Agents; Antiprotozoals; Benzene Derivatives; Chlorobenzenes; Chlorophenols; Phenols",No,,,,0,0,Yes,experimental; vet_approved
Dichlorvos,,small molecule,"Agrochemicals; Anthelmintics; Anti-Infective Agents; Antiparasitic Agents; Cholinergic Agents; Cholinesterase Inhibitors; Compounds used in a research, industrial, or household setting; Enzyme Inhibitors; Insecticides; Neurotransmitter Agents; Organophosphates; Organophosphorus Compounds; Pesticides; Potential QTc-Prolonging Agents; QTc Prolonging Agents; Toxic Actions",No,,,,0,0,Yes,vet_approved
Diclazuril,,small molecule,Anti-Infective Agents; Antiparasitic Agents; Antiprotozoals; Coccidiostats,No,,,,0,0,Yes,investigational; vet_approved
Dirlotapide,,small molecule,"Acids, Acyclic; Heterocyclic Compounds, Fused-Ring",No,,,,0,0,Yes,investigational; vet_approved
Doramectin,,small molecule,"Agrochemicals; Anthelmintics; Anti-Anxiety Agents; Anti-Bacterial Agents; Anti-Infective Agents; Anticonvulsants; Antiparasitic Agents; Central Nervous System Agents; Central Nervous System Depressants; Compounds used in a research, industrial, or household setting; Cytochrome P-450 CYP3A Inhibitors; Cytochrome P-450 CYP3A4 Inhibitors; Cytochrome P-450 CYP3A4 Inhibitors (strength unknown); Cytochrome P-450 Enzyme Inhibitors; Insecticides; Lactones; Macrolides; Pesticides; Polyketides; Toxic Actions; Tranquilizing Agents",No,,,,0,0,Yes,vet_approved
Efrotomycin,,small molecule,Anti-Bacterial Agents; Anti-Infective Agents; Pyridines,No,,,,0,0,No,vet_approved
Emodepside,,biotech,"Amino Acids, Peptides, and Proteins; Anti-Infective Agents; Antiparasitic Agents; Peptides; Peptides, Cyclic",No,,,,0,0,Yes,investigational; vet_approved
Enrofloxacin,,small molecule,"4-Quinolones; Anti-Bacterial Agents; Anti-Infective Agents; Cytochrome P-450 CYP1A2 Inhibitors; Cytochrome P-450 CYP1A2 Inhibitors (strength unknown); Cytochrome P-450 Enzyme Inhibitors; Fluoroquinolones; Heterocyclic Compounds, Fused-Ring; Quinolines; Quinolones",No,,,,0,0,Yes,vet_approved
Eprinomectin,,small molecule,"Agrochemicals; Anthelmintics; Anti-Bacterial Agents; Anti-Infective Agents; Antiparasitic Agents; Compounds used in a research, industrial, or household setting; Cytochrome P-450 CYP3A Inhibitors; Cytochrome P-450 CYP3A4 Inhibitors; Cytochrome P-450 CYP3A4 Inhibitors (strength unknown); Cytochrome P-450 Enzyme Inhibitors; Insecticides; Lactones; Macrolides; Pesticides; Polyketides; Toxic Actions",No,,,,0,0,No,vet_approved
Famphur,,small molecule,"Agrochemicals; Compounds used in a research, industrial, or household setting; Insecticides; Organophosphates; Organophosphorus Compounds; Organothiophosphorus Compounds; Pesticides; Potential QTc-Prolonging Agents; QTc Prolonging Agents; Sulfur Compounds; Toxic Actions",No,,,,0,0,No,vet_approved
Febantel,,small molecule,Amidines; Anthelmintics; Anti-Infective Agents; Antiparasitic Agents; Antiprotozoals,No,,,,0,0,No,experimental; vet_approved
Fenbendazole,,small molecule,"Acids, Acyclic; Anthelmintics; Anti-Infective Agents; Antinematodal Agents; Antiparasitic Agents; Antiparasitic Products, Insecticides and Repellents; Benzimidazole Derivatives; Benzimidazoles; Carbamates; Heterocyclic Compounds, Fused-Ring",No,,,,0,0,Yes,vet_approved
Fenprostalene,,small molecule,"Abortifacient Agents; Abortifacient Agents, Nonsteroidal; Autacoids; Biological Factors; Eicosanoids; Fatty Acids; Fatty Acids, Unsaturated; Inflammation Mediators; Lipids; Prostaglandins; Prostaglandins, Synthetic; Reproductive Control Agents",No,,,,0,0,No,vet_approved
Fenthion,,small molecule,"Agrochemicals; Cholinergic Agents; Cholinesterase Inhibitors; Compounds used in a research, industrial, or household setting; Enzyme Inhibitors; Insecticides; Neurotransmitter Agents; Organophosphates; Organophosphorus Compounds; Organothiophosphates; Organothiophosphorus Compounds; Pesticides; Potential QTc-Prolonging Agents; QTc Prolonging Agents; Sulfur Compounds; Toxic Actions",No,,,,0,0,Yes,vet_approved
Florfenicol,,small molecule,Alcohols; Anti-Bacterial Agents; Anti-Infective Agents; Benzene Derivatives; Glycols; Nitro Compounds; Nitrobenzenes; Propylene Glycols,No,,,,0,0,Yes,experimental; vet_approved
Fluralaner,,small molecule,,No,,,,0,0,No,experimental; vet_approved
Gamithromycin,,small molecule,Anti-Bacterial Agents; Anti-Infective Agents; Lactones; Polyketides,No,,,,0,0,Yes,vet_approved
Gleptoferron,,small molecule,"Acids, Acyclic; Carbohydrates; Compounds used in a research, industrial, or household setting; Coordination Complexes; Dextrans; Glucans; Hydroxy Acids; Iron Compounds; Pharmaceutical Preparations; Polysaccharides",No,,,,0,0,Yes,vet_approved
Haloxon,,small molecule,"Benzopyrans; Coumarins; Heterocyclic Compounds, Fused-Ring; Pyrans",No,,,,0,0,No,vet_approved
Squalane,,small molecule,"Alkenes; Hydrocarbons, Acyclic; Polyenes; Terpenes; Triterpenes",No,,,,0,0,No,experimental; vet_approved
Imidacloprid,,small molecule,"Agrochemicals; Cholinergic Agents; Compounds used in a research, industrial, or household setting; Insecticides; Neurotransmitter Agents; Pesticides; Toxic Actions",No,,,,0,0,Yes,vet_approved
Lasalocid,,small molecule,"Anti-Bacterial Agents; Anti-Infective Agents; Antiparasitic Agents; Antiprotozoals; Coccidiostats; Compounds used in a research, industrial, or household setting; Ethers; Ethers, Cyclic; Furans; Ionophores; Lactones; Membrane Transport Modulators; Polyether Polyketides; Polyketides",No,,,,0,0,Yes,vet_approved
Lufenuron,,small molecule,"Acids, Carbocyclic; Agrochemicals; Amides; Benzene Derivatives; Benzoates; Chitin, antagonists & inhibitors; Compounds used in a research, industrial, or household setting; Hydrocarbons, Fluorinated; Hydrocarbons, Halogenated; Insecticides; Pesticides; Toxic Actions",No,,,,0,0,Yes,experimental; vet_approved
Luprostiol,,small molecule,"Autacoids; Biological Factors; Eicosanoids; Fatty Acids; Fatty Acids, Unsaturated; Inflammation Mediators; Lipids; Prostaglandins; Prostaglandins, Synthetic",No,,,,0,0,No,experimental; vet_approved
Marbofloxacin,,small molecule,"4-Quinolones; Anti-Bacterial Agents; Anti-Infective Agents; Heterocyclic Compounds, Fused-Ring; Quinolines; Quinolones",No,,,,0,0,Yes,vet_approved
Maropitant,,small molecule,Antiemetics; Autonomic Agents; Benzene Derivatives; Central Nervous System Agents; Gastrointestinal Agents; Peripheral Nervous System Agents,No,,,,0,0,Yes,vet_approved
Medetomidine,,small molecule,"Adrenergic Agents; Adrenergic Agonists; Adrenergic alpha-2 Receptor Agonists; Adrenergic alpha-Agonists; Agents producing tachycardia; Agents that produce hypertension; Analgesics; Analgesics, Non-Narcotic; Central Nervous System Agents; Central Nervous System Depressants; Hypnotics and Sedatives; Imidazoles; Neurotransmitter Agents; Peripheral Nervous System Agents; Sensory System Agents",No,,,,0,0,Yes,experimental; vet_approved
Mibolerone,,small molecule,"Estranes; Estrenes; Fused-Ring Compounds; Gonadal Hormones; Gonadal Steroid Hormones; Hormones; Hormones, Hormone Substitutes, and Hormone Antagonists; Steroids; Testosterone and derivatives; Testosterone Congeners",No,,,,0,0,Yes,vet_approved
Monensin,,small molecule,"Acids, Acyclic; Anti-Infective Agents; Antiparasitic Agents; Antiprotozoals; Coccidiostats; Compounds used in a research, industrial, or household setting; Enzyme Inhibitors; Ethers; Ethers, Cyclic; Fatty Acids; Fatty Acids, Volatile; Furans; Ionophores; Lactones; Lipids; Membrane Transport Modulators; P-glycoprotein inhibitors; P-glycoprotein substrates; Polyether Polyketides; Polyketides; Proton Ionophores; Sodium Ionophores; Uncoupling Agents; Valerates",No,,,,0,0,Yes,experimental; vet_approved
Moxidectin,,small molecule,"Agrochemicals; Anthelmintics; Anti-Infective Agents; Antinematodal Agents; Antiparasitic Agents; Antiparasitic Products, Insecticides and Repellents; Compounds used in a research, industrial, or household setting; Insecticides; Lactones; Pesticides; Polyketides; Toxic Actions",No,,,,0,1,Yes,approved; investigational; vet_approved
Narasin,,small molecule,Anti-Bacterial Agents; Anti-Infective Agents; Antiparasitic Agents; Antiprotozoals; Coccidiostats; Ionophores,No,,,,0,0,Yes,experimental; vet_approved
Nequinate,,small molecule,"Heterocyclic Compounds, Fused-Ring; Quinolines",No,,,,0,0,Yes,vet_approved
Nicarbazin,,small molecule,Amides; Amines; Anilides; Aniline Compounds; Anti-Infective Agents; Antiparasitic Agents; Antiprotozoals; Benzene Derivatives; Carbanilides; Coccidiostats; Phenylurea Compounds; Pyrimidines,No,,,,0,0,No,vet_approved
Nifurpirinol,,small molecule,Furans; Nitro Compounds,No,,,,0,0,No,experimental; vet_approved
Nitarsone,,small molecule,,No,,,,0,0,Yes,vet_approved
Nitenpyram,,small molecule,"Agrochemicals; Compounds used in a research, industrial, or household setting; Insecticides; Pesticides; Toxic Actions",No,,,,0,0,Yes,experimental; vet_approved
Norgestomet,,small molecule,Fused-Ring Compounds; Pregnanes; Pregnenes; Progesterone Congeners; Steroids,No,,,,0,0,Yes,vet_approved
Oclacitinib,,small molecule,"Amides; Dermatologicals; Janus Kinase 1, antagonists & inhibitors; Janus Kinases, antagonists & inhibitors; Sulfones; Sulfur Compounds",No,,,,0,0,No,investigational; vet_approved
Oleandomycin,,small molecule,"Anti-Bacterial Agents; Anti-Infective Agents; Antibacterials for Systemic Use; Antiinfectives for Systemic Use; Cytochrome P-450 CYP3A Inhibitors; Cytochrome P-450 CYP3A4 Inhibitors; Cytochrome P-450 CYP3A4 Inhibitors (strength unknown); Cytochrome P-450 Enzyme Inhibitors; Lactones; Macrolides; Macrolides, Lincosamides and Streptogramins",No,,,,0,0,Yes,vet_approved
Orbifloxacin,,small molecule,"4-Quinolones; Anti-Bacterial Agents; Cytochrome P-450 CYP1A2 Inhibitors; Cytochrome P-450 CYP1A2 Inhibitors (strength unknown); Cytochrome P-450 Enzyme Inhibitors; Fluoroquinolones; Heterocyclic Compounds, Fused-Ring; Potential QTc-Prolonging Agents; QTc Prolonging Agents; Quinolines; Quinolones",No,,,,0,0,Yes,vet_approved
Orgotein,,biotech,"Amino Acids, Peptides, and Proteins; Analgesics; Analgesics, Non-Narcotic; Anti-Inflammatory Agents; Antiinflammatory and Antirheumatic Products; Antiinflammatory and Antirheumatic Products, Non-Steroids; Antirheumatic Agents; Musculo-Skeletal System; Peripheral Nervous System Agents; Proteins; Sensory System Agents; Superoxide Dismutase",No,,,,0,0,Yes,investigational; vet_approved
Oxfendazole,,small molecule,"Anthelmintics; Anti-Infective Agents; Antinematodal Agents; Antiparasitic Agents; Benzimidazoles; Heterocyclic Compounds, Fused-Ring",No,,,,0,0,Yes,investigational; vet_approved
Phenothiazine,,small molecule,"Agents that reduce seizure threshold; Anti-Infective Agents; Antiparasitic Agents; Antiprotozoals; Heterocyclic Compounds, Fused-Ring; Sulfur Compounds",No,,,,0,0,Yes,experimental; vet_approved
Phosmet,,small molecule,"Agrochemicals; Compounds used in a research, industrial, or household setting; Heterocyclic Compounds, Fused-Ring; Insecticides; Isoindoles; Organophosphates; Organophosphorus Compounds; Organothiophosphates; Organothiophosphorus Compounds; Pesticides; Phthalimides; Potential QTc-Prolonging Agents; QTc Prolonging Agents; Sulfur Compounds; Toxic Actions",No,,,,0,0,Yes,vet_approved
Phthalofyne,,small molecule,,No,,,,0,0,No,experimental; vet_approved
Pimobendan,,small molecule,"Cardiotonic Agents; Cardiovascular Agents; Compounds used in a research, industrial, or household setting; Cytochrome P-450 CYP1A2 Substrates; Cytochrome P-450 Substrates; Enzyme Inhibitors; Phosphodiesterase Inhibitors; Protective Agents; Vasodilating Agents",No,,,,0,0,No,vet_approved
Poloxalene,,small molecule,"Alcohols; Anti-Infective Agents; Compounds used in a research, industrial, or household setting; Disinfectants; Ethylene Glycols; Gastrointestinal Agents; Glycols; Macromolecular Substances; Polyethylene Glycols; Polymers; Surface-Active Agents",No,,,,0,0,Yes,investigational; vet_approved
Ponazuril,,small molecule,,No,,,,0,0,Yes,vet_approved
Pradofloxacin,,small molecule,"4-Quinolones; Anti-Bacterial Agents; Fluoroquinolone Antibacterial; Fluoroquinolones; Heterocyclic Compounds, Fused-Ring; Quinolines; Quinolones",No,,,,0,0,Yes,vet_approved
Prostalene,,small molecule,"Autacoids; Biological Factors; Eicosanoids; Fatty Acids; Fatty Acids, Unsaturated; Inflammation Mediators; Lipids; Prostaglandins; Prostaglandins F, Synthetic; Prostaglandins, Synthetic",No,,,,0,0,Yes,vet_approved
Robenacoxib,,small molecule,"Acids, Carbocyclic; Agents causing hyperkalemia; Agents that produce hypertension; Amines; Aniline Compounds; Anti-Inflammatory Agents; Anti-Inflammatory Agents, Non-Steroidal; Nephrotoxic agents; Selective Cyclooxygenase 2 Inhibitors (NSAIDs)",No,,,,0,0,Yes,experimental; vet_approved
Ronnel,,small molecule,Organophosphorus Compounds; Sulfur Compounds,No,,,,0,0,No,experimental; vet_approved
Rotenone,,small molecule,"Agrochemicals; Benzopyrans; Chromones; Compounds used in a research, industrial, or household setting; Enzyme Inhibitors; Flavonoids; Heterocyclic Compounds, Fused-Ring; Insecticides; Isoflavones; Pesticides; Pyrans; Toxic Actions; Uncoupling Agents",No,,,,0,0,Yes,vet_approved
Roxarsone,,small molecule,Anti-Bacterial Agents; Anti-Infective Agents; Antiparasitic Agents; Antiprotozoals; Arsenicals; Coccidiostats,No,,,,0,0,Yes,vet_approved
Selamectin,,small molecule,Anti-Bacterial Agents; Anti-Infective Agents; Antiparasitic Agents; Cytochrome P-450 CYP3A Inhibitors; Cytochrome P-450 CYP3A4 Inhibitors; Cytochrome P-450 CYP3A4 Inhibitors (strength unknown); Cytochrome P-450 Enzyme Inhibitors; Lactones; Macrolides; Polyketides,No,,,,0,0,Yes,vet_approved
Squalene,,small molecule,"Alkenes; Hydrocarbons, Acyclic; Polyenes; Terpenes; Triterpenes",No,,,,0,0,Yes,approved; vet_approved
Sulfachlorpyridazine,,small molecule,"Amides; Amines; Aniline Compounds; Anti-Infective Agents; Anti-Infective Agents, Urinary; Benzene Derivatives; Benzenesulfonamides; Sulfanilamides; Sulfonamides; Sulfones; Sulfur Compounds",No,,,,0,0,Yes,vet_approved
Sulfaethoxypyridazine,,small molecule,Amides; Amines; Aniline Compounds; Benzene Derivatives; Benzenesulfonamides; Sulfanilamides; Sulfonamides; Sulfones; Sulfur Compounds,No,,,,0,0,No,vet_approved
Sulfanitran,,small molecule,Amides; Amines; Aniline Compounds; Sulfonamides; Sulfones; Sulfur Compounds,No,,,,0,0,No,vet_approved
Sulfaquinoxaline,,small molecule,Amides; Amines; Aniline Compounds; Anti-Infective Agents; Antiparasitic Agents; Antiprotozoals; Benzene Derivatives; Benzenesulfonamides; Sulfanilamides; Sulfonamides; Sulfones; Sulfur Compounds,No,,,,0,0,Yes,vet_approved
Tepoxalin,,small molecule,"Agents causing hyperkalemia; Agents that produce hypertension; Analgesics; Analgesics, Non-Narcotic; Anti-Inflammatory Agents; Anti-Inflammatory Agents, Non-Steroidal; Antirheumatic Agents; Immunologic Factors; Immunosuppressive Agents; Nephrotoxic agents; Non COX-2 selective NSAIDS; Peripheral Nervous System Agents; Sensory System Agents",No,,,,0,0,Yes,vet_approved
Thiostrepton,,small molecule,"Amino Acids, Peptides, and Proteins; Anti-Bacterial Agents; Anti-Infective Agents; Peptides; Peptides, Cyclic",No,,,,0,0,Yes,vet_approved
Tiamulin,,small molecule,Anti-Bacterial Agents; Anti-Infective Agents; Terpenes,No,,,,0,0,Yes,vet_approved
Tildipirosin,,small molecule,Anti-Bacterial Agents; Cytochrome P-450 CYP3A Inhibitors; Cytochrome P-450 CYP3A4 Inhibitors; Cytochrome P-450 CYP3A4 Inhibitors (strength unknown); Cytochrome P-450 Enzyme Inhibitors; Lactones; Macrolides,No,,,,0,0,Yes,vet_approved
Tilmicosin,,small molecule,Anti-Bacterial Agents; Anti-Infective Agents; Lactones; Macrolides,No,,,,0,0,Yes,investigational; vet_approved
Tioxidazole,,small molecule,Sulfur Compounds,No,,,,0,0,No,vet_approved
Metrifonate,,small molecule,"Agrochemicals; Anthelmintics; Anti-Infective Agents; Antiparasitic Agents; Antiparasitic Products, Insecticides and Repellents; Antitrematodals; Cholinergic Agents; Cholinesterase Inhibitors; Compounds used in a research, industrial, or household setting; Enzyme Inhibitors; Insecticides; Neurotransmitter Agents; Organophosphonates; Organophosphorous Compounds; Organophosphorus Compounds; Pesticides; Toxic Actions",No,,,,0,0,Yes,vet_approved
Tulathromycin A,,small molecule,Anti-Bacterial Agents; Anti-Infective Agents; Carbohydrates; Lactones; Oligosaccharides; Polyketides; Polysaccharides,No,,,,0,0,Yes,vet_approved
Tylosin,,small molecule,Anti-Bacterial Agents; Anti-Infective Agents; Lactones; Macrolides,No,,,,0,0,Yes,vet_approved
Virginiamycin,,small molecule,"Amino Acids, Peptides, and Proteins; Anti-Bacterial Agents; Anti-Infective Agents; Antibiotics for Topical Use; Dermatologicals; Enzyme Inhibitors; Peptides; Peptides, Cyclic; Protein Synthesis Inhibitors; Streptogramins",No,,,,0,0,Yes,vet_approved
Xylazine,,small molecule,"Adrenergic Agents; Adrenergic Agonists; Adrenergic alpha-2 Receptor Agonists; Adrenergic alpha-Agonists; Agents producing tachycardia; Agents that produce hypertension; Analgesics; Central Nervous System Agents; Central Nervous System Depressants; Hypnotics and Sedatives; Muscle Relaxants; Muscle Relaxants, Centrally Acting Agents; Neuromuscular Agents; Neurotransmitter Agents; Peripheral Nervous System Agents; Sensory System Agents; Sulfur Compounds; Thiazines",No,,,,0,0,Yes,vet_approved
Zeranol,,small molecule,"Benzene Derivatives; Estrogens; Estrogens, Non-Steroidal; Hormones; Hormones, Hormone Substitutes, and Hormone Antagonists; Lactones; Phenols; Resorcinols; Zearalenone",No,,,,0,0,Yes,experimental; vet_approved
Zilpaterol,,small molecule,"Heterocyclic Compounds, Fused-Ring; Organosilicon Compounds; Receptors, Adrenergic, beta",No,,,,0,0,Yes,vet_approved
Zoalene,,small molecule,"Acids, Carbocyclic; Amides; Anti-Infective Agents; Antiparasitic Agents; Antiprotozoals; Benzamides and benzamide derivatives; Benzene Derivatives; Benzoates; Coccidiostats",No,,,,0,0,Yes,experimental; vet_approved
Atipamezole,,small molecule,Adrenergic Agents; Adrenergic alpha-2 Receptor Antagonists; Adrenergic alpha-Antagonists; Adrenergic Antagonists; Agents that produce hypertension; Neurotransmitter Agents,No,,,,0,0,Yes,investigational; vet_approved
Balsam of Peru,,small molecule,"Biological Products; Biopolymers; Cell-mediated Immunity; Complex Mixtures; Compounds used in a research, industrial, or household setting; Increased Histamine Release; Macromolecular Substances; Plant Exudates; Polymers; Resins, Plant; Standardized Chemical Allergen",No,,,,0,0,Yes,nutraceutical; vet_approved
Ceftiofur,,small molecule,"Amides; Anti-Bacterial Agents; Anti-Infective Agents; beta-Lactams; Heterocyclic Compounds, Fused-Ring; Lactams; Sulfur Compounds; Thiazines",No,,,,0,0,Yes,vet_approved
